HallwayType,TimeToSubway,SubwayStation,N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(PublicOffice),N_SchoolNearBy(University),N_Parkinglot(Basement),N_FacilitiesInApt,SalePrice,TimeToSubway_min,Age,Size_m2
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,75088,7.5,20,53.140516
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,168141,17.5,32,84.913342
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,283185,7.5,20,84.913342
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,9,345132,2.5,11,84.913342
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2,101769,7.5,11,26.756064
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,3,105309,7.5,40,54.534061
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,78318,12.5,33,53.512128
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,3,115044,7.5,40,54.534061
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,8,294690,2.5,17,108.417801
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,318584,17.5,32,163.602183
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,197345,7.5,20,84.913342
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,315929,2.5,18,80.639804
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,5,234513,12.5,19,84.54173
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,5,188495,12.5,19,84.54173
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,150778,2.5,12,59.829532
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,176991,17.5,32,59.829532
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,10,287610,7.5,10,59.829532
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,9,463716,2.5,11,119.93777299999999
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,300884,12.5,39,194.353076
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,75920,7.5,20,53.140516
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,149274,2.5,12,59.829532
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,165486,7.5,20,84.913342
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,5,210619,12.5,19,59.086308
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,5,178761,30.0,16,84.913342
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,5,162831,12.5,19,75.623042
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,383185,2.5,18,137.775149
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,149274,2.5,12,59.829532
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,146017,17.5,32,84.913342
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,318584,2.5,18,80.639804
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,4,243362,2.5,18,126.905498
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,121238,12.5,33,53.512128
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,75504,7.5,20,53.140516
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,81415,12.5,33,32.980565
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,5,199115,2.5,19,84.913342
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,5,274336,2.5,19,131.179036
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,5,274336,30.0,16,84.54173
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2,88495,7.5,11,26.756064
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,8,309734,2.5,17,84.913342
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,215044,12.5,39,127.927431
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,3,70796,7.5,40,62.802428
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,3,104867,2.5,47,80.918513
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,247787,12.5,39,84.913342
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,252212,17.5,32,84.913342
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,203539,17.5,32,84.913342
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,5,154867,12.5,19,75.623042
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,469026,2.5,18,141.119657
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,10,338053,2.5,11,84.913342
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,4,228318,2.5,18,102.472009
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,201769,7.5,20,53.140516
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,10,415044,7.5,10,84.54173
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,5,198451,30.0,16,84.913342
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,9,414159,2.5,11,101.450076
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,154867,12.5,39,84.913342
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,149557,17.5,32,59.829532
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,9,309734,2.5,11,84.54173
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,167256,7.5,20,53.140516
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,95575,17.5,32,59.829532
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,300884,2.5,18,128.856461
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,260707,2.5,12,84.54173
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,4,171681,2.5,19,83.891409
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,8,247787,2.5,17,84.913342
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,10,296460,7.5,10,59.829532
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,39823,12.5,33,32.980565
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,352212,2.5,12,84.263021
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,5,200522,30.0,16,84.913342
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,8,172566,2.5,17,84.913342
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,149274,2.5,12,59.829532
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,10,362831,2.5,11,84.913342
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,5,192035,2.5,19,75.994654
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,348672,2.5,18,134.151932
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,310309,2.5,18,152.63962899999999
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,141592,17.5,32,134.802253
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,74672,7.5,20,53.140516
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,5,314159,2.5,19,84.913342
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,3,261061,17.5,33,134.523544
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,243362,17.5,32,134.802253
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,161061,12.5,39,105.07329299999999
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,4,206194,2.5,19,79.617871
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,169469,7.5,20,69.026929
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,3,108849,17.5,33,84.913342
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,5,207522,12.5,19,84.54173
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,131858,17.5,32,84.913342
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,4,371681,2.5,18,131.829357
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,9,242035,2.5,11,59.45792
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,157522,17.5,32,59.829532
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,4,318584,2.5,18,84.913342
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,261061,7.5,20,84.913342
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,305309,17.5,32,119.659064
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,3,115044,17.5,33,134.523544
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,96469,2.5,12,39.576678
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,172566,7.5,20,84.913342
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,232743,7.5,20,84.913342
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,3,159292,17.5,33,59.829532
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,95575,17.5,32,59.829532
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,148672,17.5,32,59.829532
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,212389,2.5,18,80.639804
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,3,83185,17.5,33,59.829532
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,331858,2.5,12,84.54173
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,165486,12.5,39,105.07329299999999
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,163716,12.5,39,121.981639
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,5,296460,2.5,19,106.745547
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,146256,2.5,12,59.829532
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,90707,17.5,32,59.829532
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,5,197345,2.5,19,84.913342
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,5,216814,12.5,19,84.54173
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,5,292035,2.5,19,84.913342
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,414159,2.5,18,151.338987
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,169026,7.5,20,53.140516
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,225663,12.5,39,105.07329299999999
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,371681,2.5,12,84.54173
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,344247,2.5,12,84.54173
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,4,247787,2.5,18,102.472009
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,237168,7.5,20,84.913342
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,5,305309,30.0,16,84.54173
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,9,398230,2.5,11,101.450076
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,3,126548,2.5,47,83.891409
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,464601,2.5,18,157.00607
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,74256,7.5,20,53.140516
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,43362,12.5,33,32.980565
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,223893,2.5,18,80.639804
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,10,469026,2.5,11,116.686168
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,209734,12.5,39,127.927431
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,5,269911,30.0,16,84.54173
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,102601,2.5,12,39.576678
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,353982,2.5,18,152.63962899999999
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,75221,17.5,32,59.829532
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,283185,2.5,12,84.263021
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,155752,17.5,32,59.829532
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,5,176991,2.5,19,75.994654
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,4,203539,2.5,18,129.506782
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,5,303982,30.0,16,84.913342
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,203539,7.5,20,84.913342
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,123893,12.5,33,53.512128
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,8,316814,2.5,17,84.913342
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,103663,2.5,12,39.576678
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,358407,2.5,18,80.639804
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,73442,7.5,20,53.140516
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,102212,7.5,20,53.140516
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,210176,12.5,39,105.07329299999999
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,5,318584,2.5,19,161.929929
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,90707,17.5,32,59.829532
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,5,149619,30.0,16,84.54173
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,4,252654,2.5,19,83.891409
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,5,282300,30.0,16,84.913342
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,380530,2.5,18,141.119657
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,190707,7.5,20,69.026929
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,3,60176,7.5,40,54.534061
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,117256,17.5,32,59.829532
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,171681,17.5,32,59.829532
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,8,252212,2.5,17,84.913342
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,159292,12.5,39,105.07329299999999
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,3,125663,7.5,40,54.534061
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,8,271681,2.5,17,84.913342
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,4,192920,2.5,19,79.617871
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,4,277256,2.5,18,126.905498
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,245132,12.5,39,105.07329299999999
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,149274,2.5,12,59.829532
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,5,70796,17.5,28,51.839874
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,181415,17.5,32,59.829532
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,3,138938,17.5,33,59.829532
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,58407,12.5,33,53.512128
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,207079,7.5,20,53.140516
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,168141,12.5,39,84.913342
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,181415,2.5,18,80.639804
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,72256,7.5,20,53.140516
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,5,206194,12.5,19,84.54173
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,10,362831,2.5,11,84.913342
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,5,172566,12.5,19,84.54173
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,267256,12.5,39,166.853788
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,147761,2.5,12,59.829532
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,9,255752,2.5,11,59.829532
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,336283,2.5,18,80.639804
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,5,64601,17.5,28,51.839874
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,10,361946,2.5,11,84.913342
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,120353,12.5,33,53.512128
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,408849,2.5,18,157.00607
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,250176,2.5,12,84.54173
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,63716,12.5,33,32.980565
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,3,159292,17.5,33,84.913342
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,258079,2.5,12,84.54173
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,155752,12.5,39,127.927431
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,250176,2.5,12,84.54173
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,280530,2.5,18,80.639804
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,146256,2.5,12,59.829532
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,75504,7.5,20,53.140516
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,371681,2.5,12,84.263021
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,168141,17.5,32,163.602183
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,9,346017,2.5,11,84.54173
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,91150,12.5,33,59.829532
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,432743,2.5,18,151.338987
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,9,345132,2.5,11,101.450076
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,4,256637,2.5,18,129.506782
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,271681,2.5,18,80.639804
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,4,254867,2.5,18,102.472009
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,9,271681,2.5,11,59.45792
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,255442,2.5,12,84.54173
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2,104424,7.5,11,26.756064
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,3,157079,17.5,33,59.829532
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,138495,7.5,20,53.140516
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,389380,2.5,18,141.119657
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,10,349557,7.5,10,84.54173
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,4,194690,2.5,18,102.472009
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,446902,2.5,18,157.00607
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,189380,7.5,20,53.140516
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,215044,2.5,18,80.639804
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,8,259292,2.5,17,77.016587
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,144752,2.5,12,59.829532
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,185840,7.5,20,84.913342
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,230088,12.5,39,121.981639
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,173451,7.5,20,84.913342
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,274336,7.5,20,84.913342
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,143362,12.5,39,84.913342
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,4,258407,2.5,19,110.740376
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,147761,2.5,12,59.829532
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,8,285840,2.5,17,77.016587
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,5,180088,2.5,19,75.994654
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,162831,12.5,39,127.927431
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,5,174336,30.0,16,84.54173
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,5,207964,12.5,19,84.54173
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,370796,2.5,18,137.775149
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,408849,2.5,18,157.00607
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,252814,2.5,12,84.263021
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,79646,12.5,33,32.980565
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,190265,17.5,32,217.114311
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2,105309,7.5,11,26.756064
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,75920,7.5,20,53.140516
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,379203,2.5,18,80.639804
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,8,225663,2.5,17,84.913342
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,4,216814,2.5,19,83.891409
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,36283,12.5,33,32.980565
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,255442,2.5,12,84.54173
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,162831,17.5,32,134.802253
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,8,254867,2.5,17,77.016587
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,70796,12.5,33,32.980565
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,409734,2.5,18,157.00607
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,331858,2.5,18,80.639804
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,57522,12.5,33,53.512128
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,3,119469,12.5,33,53.512128
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,318584,2.5,18,128.856461
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,4,260176,2.5,18,126.905498
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,8,343362,2.5,17,108.417801
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,208849,2.5,18,80.639804
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,84070,17.5,32,59.829532
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,150442,7.5,20,84.913342
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,353097,2.5,12,84.263021
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,5,231858,30.0,16,107.76748
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,283185,7.5,20,84.913342
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,4,172566,2.5,19,79.617871
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,3,194690,7.5,39,84.54173
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,7,142477,7.5,20,69.026929
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,350442,2.5,12,84.54173
corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,1,55752,7.5,11,12.541905
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,230088,2.5,18,80.639804
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,4,252212,2.5,18,84.913342
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,4,211061,2.5,19,83.891409
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,10,460176,2.5,18,141.119657
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,300884,2.5,12,84.54173
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,5,171681,2.5,19,75.994654
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,4,221238,12.5,39,166.853788
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,4,84070,17.5,32,59.829532
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,423008,2.5,12,84.54173
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2,104424,7.5,11,26.756064
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,5,265442,30.0,16,107.76748
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,7,362831,2.5,12,84.54173
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,8,292035,2.5,17,77.016587
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,393805,2.5,18,137.775149
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,5,265442,30.0,16,107.76748
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,5,347787,2.5,18,157.00607
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,5,265442,30.0,16,107.76748
